#DroneDeploy	4.68.0
#Flight Recorder
Session ID	61a804011591990426bf2100
Session Start	12/01/2021 23:23:45
#Device
Device Model	SM-G981U1
Device Manufacturer	samsung
Device Operating System	Android	11
#Aircraft
Aircraft Model	Mavic 2 Pro
Aircraft Name	JMM Mavic 2 Pro
Aircraft Firmware	01.00.0770
#Aircraft Battery
Full Charge Volume (mAh)	3672
Remaining Life (%)	100
Discharges	26
#Components
Battery Cells Number	3
Battery Serial Number	0P2DHA46440515
Battery Firmware	02.74.07.37
Flight Controller Serial Number	1633J6G001M031
Flight Controller Firmware	03.04.00.64
Gimbal Firmware	00.01.10.91
Remote Control Serial Number	1DUCH9UR02642V
Remote Control Firmware	01.00.0770
Camera Serial Number	0K8TFBH0021589
Camera Firmware	00.14.00.06
Date/Time (GMT)	Elapsed Time (sec)	Info	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage (mV)	Aircraft Battery Cell 2 Voltage (mV)	Aircraft Battery Cell 3 Voltage (mV)	Aircraft Battery Cell 4 Voltage (mV)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-Fly	Aircraft No-Fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home State	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal State Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Satellites	RC Horizontal Accuracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GPS Last Updated (ms)	RC Signal 1 (%)	RC Signal 2 (%)	RC Signal Last Updated (ms)	LB Signal 1 (%)	LB Signal 2 (%)	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens Type Value	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Device > Aircraft Distance - XY (ft)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Speed (mph)
12/01/2021 23:23:49	3.919		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.96138214371559	-97.27657825672966	14.76378	112.7	0.1	0.0	15.0	1	1	F-WP	14	0	1	15.091864	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5082.2266	0	IDLE	101	-89.1	0.0	0.8	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-7.158214	0.0
12/01/2021 23:23:49	4.019		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.96138212543267	-97.27657820475943	15.748033	112.7	0.3	0.0	15.0	1	1	F-WP	14	0	1	16.076117	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5082.2266	0	IDLE	102	-89.1	0.0	0.8	YawFollowMode	2	0	0	0	97	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.9345193	0.0
12/01/2021 23:23:49	4.119		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.961382109086024	-97.27657815829332	16.732283	112.7	0.4	0.0	15.0	1	1	F-WP	14	0	1	17.060368	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5082.2266	0	IDLE	101	-89.1	0.0	0.7	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.9345193	0.0
12/01/2021 23:23:49	4.219		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.96138209544334	-97.27657811951507	18.04462	112.7	0.5	0.0	15.0	1	1	F-WP	14	0	1	18.372704	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5082.2266	0	IDLE	101	-89.1	0.0	0.7	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.9345193	0.0
12/01/2021 23:23:49	4.319		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.961382084841674	-97.27657808938065	19.028872	112.7	0.4	0.0	15.0	1	1	F-WP	14	0	1	19.356956	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5082.2266	0	IDLE	101	-89.1	0.0	0.6	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.9345193	0.0
12/01/2021 23:23:49	4.42		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.96138207728398	-97.27657806789647	20.013123	112.7	0.4	0.0	15.0	1	1	F-WP	14	0	1	20.341208	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5082.2266	0	IDLE	101	-89.1	0.0	0.6	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:49	4.522		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.961382072535315	-97.27657805439942	20.997375	112.7	0.3	0.0	15.0	1	1	F-WP	14	0	1	21.325459	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	102	-89.1	0.0	0.6	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:49	4.619		66	2411	-1377	15968	38.8	17	3997	3992	3993	3985	32.961382070213794	-97.27657804780088	21.981627	112.7	0.3	0.0	15.0	1	1	F-WP	14	0	1	22.309711	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	101	-89.1	0.0	0.6	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:49	4.719		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.961382069867895	-97.27657804681621	22.96588	112.7	0.2	0.0	15.0	1	1	F-WP	14	0	1	23.293962	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	101	-89.1	0.0	0.5	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:49	4.819		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.9613820710397	-97.27657805014739	23.950132	112.7	0.1	0.0	15.0	1	1	F-WP	14	0	1	24.278215	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	103	-89.1	0.0	0.5	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	4.92		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.96138207330768	-97.27657805659086	24.934383	112.7	0.1	0.0	15.0	1	1	F-WP	14	0	1	25.262468	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	101	-89.1	0.0	0.5	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.019		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.96138207630975	-97.27657806512431	25.918636	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	26.24672	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	100	-89.1	0.0	0.5	YawFollowMode	2	0	0	0	97	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.119		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.96138207975409	-97.27657807491428	26.902887	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	27.230972	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	101	-89.1	0.0	0.4	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.219		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.961382083418755	-97.27657808533091	27.887138	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	28.215225	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	101	-89.1	0.0	0.4	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.319		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.96138208714285	-97.2765780959173	28.871391	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	29.199476	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	102	-89.1	0.0	0.4	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.419		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.961382090818766	-97.27657810636647	29.855644	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	30.183727	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5097.2666	0	IDLE	101	-89.1	0.0	0.4	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.519		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.96138209437715	-97.2765781164819	30.839893	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	31.16798	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	102	-89.1	0.0	0.4	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.619		66	2411	-1367	15967	38.8	20	3997	3992	3993	3985	32.961382097780394	-97.27657812615637	31.824146	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	32.152233	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	101	-89.1	0.0	0.4	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.719		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.961382101010955	-97.27657813534007	32.8084	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	33.136486	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	102	-89.1	0.0	0.4	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:50	5.819		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.9613821040667	-97.27657814402477	33.792652	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	34.120735	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	100	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	5.919		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.96138210695258	-97.27657815222827	34.776905	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	35.10499	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	102	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.019		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.96138210967942	-97.27657815997932	35.761154	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	36.08924	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.119		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.9613821122593	-97.27657816731366	36.745407	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	37.07349	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.218		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.961382114705444	-97.27657817426702	37.72966	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	38.057743	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	102	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.319		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.96138211703005	-97.27657818087577	38.713913	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	39.041996	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.419		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.96138211924421	-97.27657818716864	39.698166	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	40.026245	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5123.5205	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.519		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.96138212135785	-97.27657819317626	40.682415	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	41.010498	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5158.5376	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.619		66	2410	-1376	15966	38.8	19	3997	3991	3992	3985	32.96138212337967	-97.27657819892222	41.666668	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	41.99475	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5158.5376	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	96	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.719		66	2410	-1376	15966	38.8	18	3997	3991	3992	3985	32.96138212531755	-97.27657820443078	42.650917	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	42.979004	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5158.5376	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:51	6.819		66	2410	-1376	15966	38.8	18	3997	3991	3992	3985	32.96138212717847	-97.2765782097192	43.63517	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	43.963257	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5158.5376	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:52	6.919		66	2410	-1376	15966	38.8	18	3997	3991	3992	3985	32.96138212896816	-97.27657821480594	44.619423	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	44.947506	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5158.5376	0	IDLE	101	-89.1	0.0	0.3	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
12/01/2021 23:23:52	7.02		66	2410	-1376	15966	38.8	18	3997	3991	3992	3985	32.961382130692	-97.27657821970571	45.603672	112.7	0.0	0.0	15.0	1	1	F-WP	14	0	1	45.93176	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	0	0	0	0	N/A	5158.5376	0	IDLE	102	-89.1	0.0	0.2	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	0	N/A	0	0	0	0	0.0	0.0	0.0	-6.7108254	0.0
